0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[0.06712402],[0.9432768],[0.06237802],[0.5512045],[0.04341181],[0.06732248],[0.1567203],[0.4695425],[0.06982252],[0.13704851],[0.09721246],[0.03249965],[0.3917011],[0.26449722],[0.8338599],[0.90360785],[0.07512422],[0.8431427],[0.57855994],[0.12604995],[0.7827892],[0.3391859],[0.21871643],[0.11035539],[0.6705735],[0.96745425],[0.93439615],[0.87716174],[0.8202276],[0.912909],[0.53903526],[0.1023971],[0.90692735],[0.7317274],[0.6518818],[0.91279244],[0.93924004],[0.72970307],[0.9111645],[0.98603976]
